,,방어,"1,1,11,12,1","서포터
(실드)","저돌적인 송곳니[전엔]
조명을 새기는 칼","이상한 나라의 눈토끼
원시 펑크",쇼크스타 디스코,"치명타 확률
이상 마스터리","물리 피해
공격력",충격력,"치확, 치피
공격력%
이상 마스터리","1, 4, 6",,,"전용 엔진이 없을 시 ""충격력"" 주옵 엔진 사용"
,"칼리돈의
자손",,,,,,,,,,,,,,
카이사르,,,,,,,,,,,,,,,
,,이상,"11,11,7,9+,11","온필드 메인
이상 딜러","예리한 집게칼[전엔]
완벽하게 단조된 별[앨리스]
쌍둥이의 눈물
감전 립글로스",송곳니 메탈,"블루스/카재
파에톤의 노래",이상 마스터리,"물리 피해(비전엔)
공격력
관통률","이상 장악력
공격력
(w/앨리스-유즈하)","이상 마스터리
공격력%","2, 6","공 2400
공 2900
(5번 주옵 공퍼)
이상마 420",,"이상마 375 이상 시 강타 치확 100%
이상마 420 이상 시 공증 버프 최대
공격력 주옵 엔진 착용 시 
마을 스탯 375 이상을 목표로"
,형사특수팀,,,"물리 이상 섭딜
(w/앨리스)",,,,,,,,,,,
제인,,,,,,,,,,,,,,,
,,강공,"12,9,7,11,12","온필드 메인
치명타 딜러","스틸 쿠션[전엔]
구름을 헤친 빛[엽빛나]
열망의 악센트
별빛 엔진","딱따구리 일렉트로
복어 일렉트로
(w/ 다이아린)","나뭇가지 검의 노래
딱따구리 일렉트로
복어 일렉트로","치명타 피해
치명타 확률","공격력
관통률",공격력,"치확, 치피
공격력%","1, 4, 6","공 2800
공 3300
(5번 주옵 공퍼)","95 / 120
(3돌 이하)
86 / 140
(4돌 이상)",4돌파에 추가 치확 14% 있음
,"교활한
토끼굴",,,,,,,,,,,,,,
네코마타,,,,,,,,,,,,,,,
,,방어,"1,1,9,9,7","서포터
(명파)","진괘를 담은 함[전엔]
저돌적인 송곳니[카이사르]","이상한 나라의 눈토끼
고요 속의 별","스윙 재즈/달빛 기사
호르몬/고요별",공격력,공격력,에너지 회복,"공격력%
공격력","2, 6",공 3000,,방어 엔진 대신 에너지 회복 주옵 엔진을 사용해도 좋음
,운규산,,,,,,,,,,,,,,
반인호,,,,,,,,,,,,,,,
,,격파,"1,1,9,11,11","서포터
(강공, 명파)","커터칼[전엔]
헬파이어 기어[콜레다]
스팀오븐",산림의 왕,"쇼크스타 디스크
스윙 재즈/달빛 기사",치명타 확률,"물리 피해
공격력","충격력
에너지 회복","치확, 치피
공격력%",6,,치확 50,6돌파 미만은 여진 파티 외 사용 불가능
,"칼리돈의
자손",,,,,,,,,,,,,,
펄크라,,,,,,,,,,,,,,,
,,강공,"9,7,7,11,11","그로기 메인
치명타 딜러","스틸 쿠션[네코마타]
심금을 울리는 야상곡[이블린]
하우스키퍼[전엔]
별빛 엔진","호르몬 펑크
복어 일렉트로
(w/ 다이아린)","나뭇가지 검의 노래
딱따구리 일렉트로
복어 일렉트로","치명타 확률
치명타 피해","공격력
물리 피해
관통률",공격력,"치확, 치피
공격력%","2, 6","공 2800
공 3200 
(5번 주옵 공퍼)","70 / 130
85 / 130
(스틸 쿠션)","가장 이론적인 성능이 좋은 건 
스틸 쿠션
하지만 후면 공격이 어렵다면
야상곡 사용을 추천함"
,"빅토리아
하우스키핑",,,,,,,,,,,,,,
코린,,,,,,,,,,,,,,,
,,강공,"11,9,7,11,11","온필드 메인
치명타 딜러","유황석[11호]
구름을 헤친 빛[엽빛나]
별빛 엔진 레플리카[전엔]
별빛 엔진","딱따구리 일렉트로
복어 일렉트로
(w/ 다이아린)","나뭇가지 검의 노래
딱따구리 일렉트로
복어 일렉트로","치명타 피해
치명타 확률","공격력
관통률",공격력,"치확, 치피
공격력%","2, 6","공 2800
공 3200
(5번 주옵 공퍼)","68 / 130
68 / 150
(야상곡)",4돌파의 강특 치확 최대 32%를 고려함
,"교활한
토끼굴",,,,,,,,,,,,,,
빌리,,,,,,,,,,,,,,,
,,이상,"9,7,7,11,9","온필드 시너지
이상 딜러","완벽하게 단조된 별[앨리스]
뛰뛰빵빵[전엔]
쌍둥이의 눈물","송곳니 메탈
자유의 블루스","블루스/카재
파에톤의 노래",이상 마스터리,"물리 피해
공격력
관통률",이상 장악력,"이상 마스터리
공격력%","1, 4, 6","공 2400
공 2800
(5번 주옵 공퍼)
이상마 320",,"메인 딜러 세팅 > 송곳니 4셋
서브 혼돈 딜러 세팅 > 블루스 4셋"
,"칼리돈의
자손",,,서브 이상 딜러,,,,,,,,,,,
파이퍼,,,,,,,,,,,,,,,
,,격파,"7,1,11,12,11","서포터
(강공, 명파)","수석 조수[전엔]
화염의 월계관[라이터]
헬파이어 기어[콜레다]
스팀오븐",산림의 왕,"스윙 재즈/달빛 기사
딱따구리 일렉트로
쇼크스타 디스코",치명타 확률,"불 피해
관통률
공격력","에너지 회복
충격력","치확, 치피
공격력%","1, 2",,치확 100,"대체 엔진 사용 시
치확 80 이상 권장"
,"로스캘리퍼
외무전략국",,,,,,,,,,,,,,
노르마,,,,,,,,,,,,,,,
,,격파,"9,7,11,11,11","서포터
(강공, 명파)","복을 뽐는 맹호[전엔]
화염의 월계관[라이터]
헬파이어 기어[콜레다]
귀중한 화석 코어",산림의 왕,"호르몬/고요별
쇼크스타 디스코
스윙 재즈/달빛 기사","공격력
치명타 확률",공격력,"충격력
공격력
에너지 회복","공격력%
치확, 치피","1, 6",공 3400,"치확 50
(1돌 이상은 
치확 38)","최소 공격력 3000이상으로
456 주옵 중 2개 이상 공격력 추천"
,운규산,,,,,,,,,,,,,,
귤복복,,,,,,,,,,,,,,,
,,명파,"11,9+,7,12,11","온필드 메인
치명타 딜러","성난 눈의 금강[전엔]
청명의 보금자리[의현]
어스름한 밤의 화염[마나토]
푸른 물결의 솥",운규 이야기,"나뭇가지 검의 노래
딱따구리 일렉트로","치명타 피해
치명타 확률","불 피해
체력",체력,"치확, 치피
체력%
공격력%(후순위)","1, 2",체력 18000,68 / 130,"추가 치확 계산법
전엔 20% + 운규 12% = 32%"
,검은가지,,,,,,,,,,,,,,
반악,,,,,,,,,,,,,,,
,,강공,"1,1,7,12,11","오프필드 서브
치명타 딜러","소란한 총성과 화염[전엔]
심금을 울리는 야상곡[이블린]
도금된 화신풍
열망의 악센트",그림자처럼 함께,스윙 재즈/달빛 기사,"치명타 피해
치명타 확률",공격력,"에너지 회복
공격력","치확,치피
공격력%","1, 6",공 2800,"43 / 130
63 / 130
(비전엔)","에너지 회복 3.7 이상
(전엔 보유)
미보유시 2.8
전엔 전투 치확 20%"
,"오볼로스
소대",,,,,,,,,,,,,,
오피,,,,,,,,,,,,,,,
,,강공,"11,7,7,11,12","온필드 메인
치명타 딜러","심금을 울리는 야상곡[전엔]
순결한 희생[0호 엔비]
열망의 악센트
별빛 엔진","호르몬 펑크
고요 속의 별
복어 일렉트로","나뭇가지 검의 노래
딱따구리 일렉트로
복어 일렉트로","치명타 피해
치명타 확률","관통률
공격력
불 피해",공격력,"치확, 치피
공격력%","1, 2, 6","공 2900
공 3400
(5번 주옵 공퍼)",75 / 140,"이라아 조합 > 호르몬 4셋
아스트라 달빛 4셋 착용 > 고요별 4셋
다이아린과 조합 > 복어 4셋"
,"스타즈 오브
리라",,,,,,,,,,,,,,
이블린,,,,,,,,,,,,,,,
,,격파,"11,7,11,11,11","서포터
(불, 얼음 강공)","화염의 월계관[전엔]
맑은 옥주전자[청의]
헬파이어 기어[콜레다]
스팀오븐","산림의 왕
원시 펑크 ",쇼크스타 디스코,치명타 확률,"관통률
공격력",충격력,"공격력%
치확, 치피","2, 6",,치확 50,
,"칼리돈의
자손",,,,,,,,,,,,,,
라이터,,,,,,,,,,,,,,,
,,이상,"9,1,9,12,11",서브 이상 딜러,"타오르는 셰이커[전엔]
뛰뛰빵빵[파이퍼]
쌍둥이의 눈물","카오스 재즈
자유의 블루스",스윙 재즈/달빛 기사,이상 마스터리,"불 피해(비전엔)
공격력
관통률","에너지 회복
이상 장악력","이상 마스터리
공격력%","1, 2, 6","공 2800
공 3300
(5번 주옵 공퍼)
이상마 320",,"마을 스탯 기준
에너지 자동 회복 2.8 달성 시 
잠재력 각성 최대 버프 획득"
,"칼리돈의
자손",,,"메인 이상 딜러
(w/벨리나)",,,,,,,,,,,
버니스,,,,,,,,,,,,,,,
,,강공,"12,9+,7,11,12","온필드 메인
치명타 딜러","유황석[전엔]
심금을 울리는 야상곡[이블린]
기계 심장에 내린 씨앗[시드]
별빛 엔진","딱따구리 일렉트로
여명의 꽃
불지옥 메탈","나뭇가지 검의 노래
딱따구리 일렉트로
복어 일렉트로","치명타 확률
치명타 피해","관통률
공격력",공격력,"치확, 치피
공격력%","1, 6","공 2900
(치확 엔진)
공 3400~3800
(유황석+불지옥)","85 / 130
(시드 엔진)
95 / 110
72 / 110","전투 치확을 최대한 100에 가깝게 세팅하는 것이 이상적임
야상곡 사용 -> 치확 95 이상 세팅
유황석 사용 -> 치확 70 이상 세팅"
,"오볼로스
소대",,,,,,,,,,,,,,
11호,,,,,,,,,,,,,,,
,,격파,"9,7,11,11,11","서포터
(강공, 명파)","헬파이어 기어[전엔]
스팀오븐",산림의 왕,"쇼크스타 디스코
스윙 재즈/달빛 기사",치명타 확률,"불 피해
공격력","충격력
에너지 회복","공격력%
치확, 치피","1, 2, 6",,치확 50,
,"벨로보그
중공업",,,,,,,,,,,,,,
콜레다,,,,,,,,,,,,,,,
,,명파,"11,1,12,9+,11","온필드 메인
치명타 딜러","어스름한 밤의 화염[전엔]
청명의 보금자리[의현]
일렉트로 워크",운규 이야기,"나뭇가지 검의 노래
딱따구리 일렉트로","치명타 확률
치명타 피해","불 피해
체력",체력,"치확, 치피
체력%
공격력%(후순위)","2, 6",체력 18000,53 / 130,"추가 치확 계산법
패시브 10% + 
엔진 24%(마나토 전엔풀재 기준) + 
운규 12% = 46% 획득"
,괴담방,,,,,,,,,,,,,,
마나토,,,,,,,,,,,,,,,
,,지원,"1,1,7,9,9","서포터
(강공, 이상, 명파)","호전적인 꽝꽝이[전엔]
내 맘대로 게임 볼","달빛 기사의 칭송
고요 속의 별","스윙 재즈
달빛 기사의 칭송","공격력
이상 마스터리
치명타 확률",공격력,에너지 회복,"공격력%
공격력","2, 6",공 2500,,"특수 11레벨의 경우 공 2367
특수 13레벨의 경우 공 2171"
,"칼리돈의
자손",,,,,,,,,,,,,,
루시,,,,,,,,,,,,,,,
,,방어,"7,1,9,12,11+","서포터
(실드/강공, 명파)","진괘를 담은 함[반인호]
(딜세팅 용)
저돌적인 송곳니[카이사르]","이상한 나라의 눈토끼
불지옥 메탈
복어 일렉트로
가시 돋친 장미","딱따구리 일렉트로
나뭇가지 검의 노래","치명타 확률
치명타 피해","불 피해
관통률
공격력
방어력","에너지 회복
공격력
방어력","치확,치피
공격력%
방어력%",6,"공 3200
(딜 세팅 시)",,"전용 엔진 및
 올 방어력 세팅은 비추천"
,"벨로보그
중공업",,,"온필드 치명타 딜러
(w/오피)",,,,,,,,,,,
벤,,,,,,,,,,,,,,,
,,강공,,,,,,,,,,,,,
,"로스캘리퍼
공역순찰국",,,,,,,,,,,,,,
시그리드,,,,,,,,,,,,,,,
,,이상,"9+,7,7,12,11","온필드 시너지
이상 딜러","삭월에 끊어지는 서리[전엔]
껍데기 속 영혼[아리아]
감입 컴파일러[그레이스]
감전 립글로스",수감자 수기,"파에톤의 노래
블루스/카재
호르몬/고요별",이상 마스터리,"얼음 피해
공격력
관통률",이상 장악력,"이상 마스터리
공격력%","1, 6","공 2400
공 2900
(5번 주옵 공퍼)
이상마 320",,"패시브 난개 피해 방어력 무시 40%
따라서 관통률 효율은 약간 떨어짐
다만 부옵이 더 좋다면 사용해도 무방"
,검은 가지,,,,,,,,,,,,,,
프로미아,,,,,,,,,,,,,,,
,,방어,"7,1,7,11,9","서포터
(강공, 이상)","당도 50% 눈토끼[전엔]
오리지널 변신 아이템","이상한 나라의 눈토끼
고요 속의 별","운규 이야기
(눈토끼 4셋 착용 시)
스윙 재즈/달빛 기사",체력,체력,"에너지 회복
체력","체력%
체력","1, 2",체력 27000,,"체력 27000 달성 시 최대 버프 
대체 엔진 사용 시 체력 26000 이상
채우고 6번 에회 사용 추천"
,검은 가지,,,,,,,,,,,,,,
자오,,,,,,,,,,,,,,,
,,명파,"11+,1,7,12,11","온필드 메인
치명타 딜러","크라켄의 요람[전엔]
청명의 보금자리[의현]
어스름한 밤의 화염[마나토]",운규 이야기,"나뭇가지 검의 노래
딱따구리 일렉트로","치명타 피해
치명타 확률","얼음 피해
체력",체력,"치확, 치피
체력%
공격력%(후순위)","1, 6",체력 18000,68 / 130,"추가 치확 계산법
전엔 20% + 운규 12% = 32%"
,괴담방,,,,,,,,,,,,,,
이드하리,,,,,,,,,,,,,,,
,,강공,"7,1,7,12,12","그로기 메인
치명타 딜러","천변하는 태양의 몰락[전엔]
심금을 울리는 야상곡[이블린]
스틸 쿠션[네코마타]
캐논 로터","호르몬 펑크
복어 일렉트로
(w/ 다이아린)","나뭇가지 검의 노래
딱따구리 일렉트로","치명타 피해
치명타 확률","얼음 피해
공격력
관통률",공격력,"치확, 치피
공격력%","2, 6","공 2900
공 3400
(5번 주옵 공퍼)","88 / 120
76 / 140
(1돌)","다단 히트가 아니기 때문에
전투 치확 100% 달성에 초점"
,모킹 버드,,,,,,,,,,,,,,
휴고,,,,,,,,,,,,,,,
,,이상,"12,9,7,12,12","온필드 메인
치명타 딜러
+ 메인 이상 딜러
(혼돈)","싸락눈 내린 별각[전엔]
감입 컴파일러[그레이스]
쌍둥이의 눈물",나뭇가지 검의 노래,"복어 일렉트로
고요 속의 별
딱따구리 일렉트로
파에톤의 노래","치명타 확률
공격력","얼음 피해(비전엔)
관통률
공격력","이상 장악력
공격력","치확, 치피
공격력%
이상 마스터리
(유즈하 조합)","2, 6","공 2900
(456 치관공)
공 3400
(456 공관공)","87 / 110
72 / 130
(2돌)","추가 치확 계산법
검노 치확 12%, 2돌 치확 15%
명전 기준 마을 치확 80 이상 권장
부옵이 좋으면 4번 치피 껴도 무방"
,"대공동
6과",,,,,,,,,,,,,,
미야비,,,,,,,,,,,,,,,
,,강공,"12,9+,7,11,11","온필드 메인
치명타 딜러","심해 방문객[전엔]
천변하는 태양의 몰락[휴고]
유황석[11호]
별빛 엔진","딱따구리 일렉트로
여명의 꽃
복어 일렉트로
(w/ 다이아린)","복어 일렉트로
딱따구리 일렉트로
호르몬/고요별","치명타 확률
공격력","관통률
공격력
얼음 피해",공격력,"치확, 치피
공격력%","1, 2, 6","공 3200
(전엔)
공 2800
(휴고 엔진)","80 / 100
(전엔)
98 / 100
(휴고 엔진)","추가 치확 전엔 20%, 1돌 12%
잠재력 2단계부턴 치피보단 
공격력 위주로 올릴 것
부옵이 좋으면 4번 치피 껴도 무방"
,"빅토리아
하우스키핑",,,,,,,,,,,,,,
엘렌,,,,,,,,,,,,,,,
,,격파,"11,7,11,11,11","서포터
(강공, 이상, 명파)","구속된 자[전엔]
화염의 월계관[라이터]
스팀오븐","산림의 왕
고요 속의 별","스윙 재즈/달빛 기사
쇼크스타 디스코","치명타 확률
이상 마스터리","얼음 피해
공격력","충격력
이상 장악력","공격력%
치확, 치피
이상 마스터리","1, 6",,"치확 50
(산왕 착용 시)","일반적인 격파 세팅 > 산왕 4셋
이상 파티 세팅 > 고요별 4셋"
,"빅토리아
하우스키핑",,,,,,,,,,,,,,
리카온,,,,,,,,,,,,,,,
,,지원,"7,7,7,9,9","서포터
(강공)","호전적인 꽝꽝이[루시]
내 맘대로 게임 볼
흐느끼는 요람[리나]
(딜세팅 용)","자유의 블루스
달빛 기사의 칭송","스윙 재즈/달빛 기사
파에톤의 노래","공격력
이상 마스터리",공격력,"이상 장악력
에너지 회복","공격력%
이상 마스터리","1, 4, 6",공 2500,,"미야비 파츠 세팅 > 블루스 4셋
그 외 지원 세팅 > 달빛 4셋
핵심 패시브 버프 상한 공 2500"
,"대공동
6과",,,"서브 이상 딜러
(w/미야비)",,,,,,,,,,,
소우카쿠,,,,,,,,,,,,,,,
,,강공,"12,7,9,11,12","온필드 메인
치명타 딜러","태양의 유체[전엔]
열망의 악센트","새벽녘 여행기
복어 일렉트로","복어 일렉트로
나뭇가지 검의 노래
딱따구리 일렉트로
아리아/카메","치명타 확률
치명타 피해","관통률
에테르 피해
공격력",공격력,"치확, 치피
공격력%",FREE,"공 3300
공 3800
(5번 주옵 공퍼)","72 / 110
(1돌파 이상)
57 / 140
(w/ 니콜 6돌)","2복어, 5번 관통이 일반적인 고점
그러나 니콜과 조합할 시 
2검노 + 5번 에피증/공퍼 사용 필요"
,파에톤,,,,,,,,,,,,,,
피로이스,,,,,,,,,,,,,,,
,,격파,"12,7,11,11,11","서포터
(이상)","네온사인 망상[전엔]
헬파이어 기어[콜레다]
들끓는 가마솥
스팀오븐","파에톤의 노래
자유의 블루스
고요 속의 별","블루스/카재
산림의 왕
복어 일렉트로",이상 마스터리,"에테르 피해
공격력",이상 장악력,"이상 마스터리
공격력%","1, 2, 6","공 2200
공 2600
(5번 주옵 공퍼)
이상마 320",,"대체 엔진 착용 시 딜 능력 차이가 
매우 크다는 점 유의"
,AOD,,,"난류 이상 딜러
(w/벨리나)",,,,,,,,,,,
남궁우,,,,,,,,,,,,,,,
,,이상,"12,7,7,9+,11","그로기 메인
이상 딜러","껍데기 속 영혼[전엔]
별빛 꿈을 누비는 새[비비안]
감전 립글로스
쌍둥이의 눈물","파에톤의 노래
빛의 아리아","블루스/카재
(파에톤4 착용 시)
파에톤의 노래
(아리아4 착용 시)",이상 마스터리,"에테르 피해
공격력
관통률",이상 장악력,"이상 마스터리
공격력%","1, 2","공 2400
공 2900
(5번 주옵 공퍼)
이상마 320",,"고점은 4파에톤이지만
남궁우와 편성 시 빛의 아리아
4세트 효율이 크게 오름"
,AOD,,,"온필드 이상 딜러
(w/벨리나, 레미엘)",,,,,,,,,,,
아리아,,,,,,,,,,,,,,,
,,지원,"9,1,9,12,11","서포터
(명파)","꿈을 빚는 용광로의 노래[전엔]
흐느끼는 요람[리나]
호전적인 꽝꽝이[루시]
내 맘대로 게임볼",달빛 기사의 칭송,"운규 이야기/눈토끼
스윙 재즈",체력,체력,"체력
에너지 회복
충격력","체력%
체력","1, 2",체력 24000,,"체력 24000 달성 시 최대 버프
4,5,6 디스크 전부 체력써도
에너지 사용에 큰 무리 없음"
,괴담방,,,,,,,,,,,,,,
루시아,,,,,,,,,,,,,,,
,,명파,"11,9+,7,12,12","온필드 메인
치명타 딜러","청명의 보금자리[전엔]
푸른 물결의 솥
일렉트로 워크",운규 이야기,"나뭇가지 검의 노래
딱따구리 일렉트로
아리아/카메","치명타 피해
치명타 확률","에테르 피해
체력",체력,"치확, 치피
체력%
공격력%(후순위)","1, 2, 6",체력 18000,"68 / 130
58 / 150
(1돌)","추가 치확 계산법
전엔 20%, 운규 12%
1돌 10%"
,운규산,,,,,,,,,,,,,,
의현,,,,,,,,,,,,,,,
,,이상,"9+,1,9,11,11",서브 이상 딜러,"별빛 꿈을 누비는 새[전엔]
쌍둥이의 눈물",파에톤의 노래,블루스/카재,이상 마스터리,"에테르 피해
공격력
관통률","이상 장악력
에너지 회복","이상 마스터리
공격력%","1, 2","공 2300
이상마 430
이상마 340
(쌍둥이 엔진)",,"특정 캐릭터와 사용 시
스택 소모가 빠르다면 6번 디스크는
에너지 회복도 고려 가능"
,모킹 버드,,,,,,,,,,,,,,
비비안,,,,,,,,,,,,,,,
,,지원,"1,1,1,12,11","서포터
(강공, 이상, 명파)","우아한 베니티백[전엔]
호전적인 꽝꽝이[루시]
수줍은 악마[소우카쿠]","고요 속의 별
달빛 기사의 칭송","스윙 재즈/달빛 기사
호르몬/고요별",공격력,공격력,"에너지 회복
공격력","공격력 %
공격력","1, 2, 6","공 3429
공 2963
(2돌)",,"주옵 공격력에 못 미쳐도
3200 이상 + 에너지 회복 사용 추천"
,"스타즈 오브
리라",,,,,,,,,,,,,,
아스트라,,,,,,,,,,,,,,,
,,강공,"12,9+,7,11,11","그로기 메인
치명타 딜러","서프레서 VI형[전엔]
유황석[11호]
기계 심장에 내린 씨앗[시드]
별빛 엔진","새벽녘 여행기
카오스 메탈
복어 일렉트로
(w/ 다이아린)","딱따구리 일렉트로
나뭇가지 검의 노래
호르몬/고요별","치명타 피해
공격력 (전엔)","공격력
관통률",공격력,"치확, 치피
공격력%","1, 6","공 2800
(전엔)
공 3400~3800
(유황석)","40 / 220
(전엔)
55 / 140","추가 치확 계산법
특성 30%, 전엔 15% 
(+ 니콜 6돌 치확 15%까지)"
,형사특수팀,,,"온필드 치명타 딜러
(1돌 이상)",,,,,,,,,,,
주연,,,,,,,,,,,,,,,
,,지원,"7,1,9,11,11","서포터
(강공, 이상)","보물함[전엔]
호전적인 꽝꽝이[루시]
흐느끼는 요람[리나]","달빛 기사의 칭송
자유의 블루스","스윙 재즈/달빛 기사
파에톤의 노래","이상 마스터리
공격력
치명타 확률","에테르 피해
공격력",에너지 회복,"이상 마스터리
공격력%","1, 6",,,6돌파 시 치확 15% 버프 제공
,"교활한
토끼굴",,,,,,,,,,,,,,
니콜,,,,,,,,,,,,,,,
,,강공,"12,1,7,11,11","서브 치명타 딜러
(w/시드)","추적하는 송곳니[전엔]
소란한 총성과 화염[오피]
굴착기-붉은 축[앤톤]
열망의 악센트","여명의 꽃
고요 속의 별",스윙 재즈/달빛 기사,"치명타 확률
공격력
치명타 피해","전기 피해
공격력",에너지 회복,"치확, 치피
공격력%
관통 수치(후순위)","1, 2","공 2400
공 2900
(5번 주옵 공퍼)",57 / 100,"시시아 본인의 고점은 4여명
굴착기 등 대체엔진 사용 시 최대 
치확 마을 기준 82%
시드와 사용할 경우 특히 치확 최대로 맞추는 것에 집중"
,도시 관리부,,,"메인 치명타 딜러
(w/노르마, 다이아린)",,,,,,,,,,,
시시아,,,,,,,,,,,,,,,
,,강공,"12,7,7,11,12","온필드 시너지
치명타 딜러","기계 심장에 내린 씨앗[전엔]
심금을 울리는 야상곡[이블린]
유황석[11호]
열망의 악센트","여명의 꽃
고요 속의 별","딱따구리 일렉트로
나뭇가지 검의 노래
호르몬/고요별","치명타 확률
치명타 피해","공격력
관통률",공격력,"치확, 치피
공격력%","1, 2, 6","공 2900
공 3400
(5번 주옵 공퍼)",85 / 130,"추가 치확 전엔 15%
전엔이 없다면 마을 치확을 100에 가깝게 맞출 것"
,"오볼로스
소대",,,,,,,,,,,,,,
시드,,,,,,,,,,,,,,,
,,격파,"11,1,11,9,11","서포터
(강공)","탐혼의 눈동자[전엔]
화염의 월계관[라이터]
구속된 자[리카온]
스팀오븐","산림의 왕
고요 속의 별","쇼크스타 디스코
딱따구리 일렉트로
스윙 재즈/달빛 기사",치명타 확률,"전기 피해
공격력","충격력
이상 장악력","치확, 치피
공격력%","1, 2",,치확 90,"치명타 확률 채우기 위해서 
치확 강공 엔진 사용도 무방
다만 대체 엔진 사용은 비추천"
,"오볼로스
소대",,,,,,,,,,,,,,
트리거,,,,,,,,,,,,,,,
,,강공,"9,11,7,12,12","온필드 시너지
치명타 딜러","순결한 희생[전엔]
기계 심장에 내린 씨앗[시드]
유황석[11호]
열망의 악센트",그림자처럼 함께,"나뭇가지 검의 노래
딱따구리 일렉트로
호르몬/고요별","치명타 확률
치명타 피해","전기 피해
공격력
관통률",공격력,"치확, 치피
공격력%","2, 6","공 2900
공 3400
(5번 주옵 공퍼)","78 / 140
66 / 170
(2돌)","추가 치확 계산법
패시브 치확 10%, 그림자 치확 12%,
2돌 치확 12%"
,"방위군
실버 소대",,,,,,,,,,,,,,
0호 엔비,,,,,,,,,,,,,,,
,,강공,"7,12,7,9+,12","그로기 메인
치명타 딜러","잔심의 청낭[전엔]
유황석[11호]
열망의 악센트
별빛 엔진","그림자처럼 함께
썬더 메탈
복어 일렉트로
(w/ 다이아린)","딱따구리 일렉트로
나뭇가지 검의 노래
복어 일렉트로","치명타 피해
공격력","공격력
관통률
전기 피해",공격력,"치확, 치피
공격력%","1, 6","공 2800
(전엔)
공 3300~3800
(유황석)","75 / 120
63 / 140
55 / 200
(전엔)","추가 치확 계산법
패시브 치확 25%, 전엔 치확 20%, 그림자 치확 12%"
,"대공동
6과",,,"온필드 치명타 딜러
(1돌 이상)",,,,,,,,,,,
하루마사,,,,,,,,,,,,,,,
